Gene	ALL1	ALL2	ALL3	ALL4	ALL5	ALL6	ALL7	ALL8	ALL9	ALL10	ALL11	ALL12	ALL13	ALL14	ALL15	ALL16	ALL17	ALL18	ALL19	ALL20	ALL21	ALL22	ALL23	ALL24	ALL25	ALL26	ALL27	AML1	AML2	AML3	AML4	AML5	AML6	AML7	AML8	AML9	AML10	AML11
U48251_at	-0.039535558	-0.361903466	-1.143024473	0.491831924	-0.089752816	-0.727375938	0.580155619	0.090697562	-1.456484019	-0.707768132	-1.834489861	-0.858066056	0.403001862	-0.64608261	0.383241495	1.150263865	-0.29773501	0.046024528	0.61868485	0.356467326	1.183433364	0.404786901	-0.514585102	0.802641137	-0.665587924	0.329997375	0.378447652	-0.417368637	-0.413225335	-1.331957868	-1.284350437	-0.028098498	-1.904877821	-0.421334806	-0.066959047	-1.060768922	-0.472119161	-0.569396433
U48263_at	-0.337514459	-0.562821508	-0.294938135	-0.064179399	-0.511286033	-0.008119138	0.120447036	0.15468576	-0.322526767	-0.12898244	-0.275401616	0.279404949	-0.642996992	-0.398031967	-0.150095594	-0.21413794	-0.710037084	0.234498619	-0.132929432	-0.486072643	-0.166369828	-0.609174626	-0.139101474	-0.716633416	-0.155053018	-0.426998506	0.104255224	-0.196369302	-0.259601696	-0.353076039	0.021788137	-0.052897042	-0.00934973	-0.167682744	-0.091946491	-0.091526511	-0.052101317	-0.144997518
U48296_at	-0.28180178	0.500060755	-0.13682219	-1.104971357	0.139879884	-0.735136442	-0.914503274	-0.376325768	-0.070948918	0.356904531	-0.133301132	-0.334955821	0.456468662	-0.542314185	0.061096493	-0.314474372	-0.248672621	-0.169287001	-0.499116494	0.395920988	0.718266052	0.342441446	-0.176167974	-0.060995299	0.217541662	0.215689115	-0.424447098	0.186711759	0.100388482	0.139272585	-0.092224152	-0.196739645	-0.151130182	0.093354409	0.047722559	0.403736602	0.201016551	0.662059653
U48405_at	-0.397089013	-0.211937381	-0.294938135	-0.24475902	-0.249168421	-0.395850777	0.148651967	0.373419048	-0.286275461	-0.046064653	-0.158740607	-0.110247826	-0.605986564	0.151937281	-0.255653998	-0.217644658	-0.94112685	-0.350273333	0.314535111	-0.313833684	-1.322034128	-0.148664417	-0.069782975	-0.350307748	0.212897487	-0.529390138	-0.66581841	0.336670843	-0.220943197	0.153808061	-0.327239215	-0.050383808	0.07420906	0.142803482	0.413307762	0.303159644	0.006379979	0.075800239
U48408_at	0.524668433	0.59130942	0.425859878	0.214386725	0.380643793	-0.104407454	0.143085551	-0.083340385	0.198212646	0.462542589	0.142696002	-0.686842112	0.445373226	0.424812943	-0.135541999	0.200689251	0.441375779	0.218041146	0.274036828	0.350877313	-0.23321982	0.659390994	0.411836057	0.094090452	0.216383204	0.224584956	0.526526408	0.343020965	-0.362238401	0.80247612	0.021788137	-0.11967983	-0.064087562	0.338800429	0.57322024	0.48152494	-0.381460921	0.389942894
U48437_at	0.10848276	-0.035450464	0.113352833	0.199440765	-0.583714078	-0.104407454	0.191914518	0.287499423	-0.222234184	-0.116826308	-0.244096153	-0.511469319	-1.358378712	-0.147658769	-0.914178387	-0.210646049	-0.108680058	-0.363400479	0.177246545	-1.927199716	-0.919760222	-0.11081806	0.281650607	-0.350307748	-0.273640648	-0.382778383	0.248876215	-0.097329298	-1.467625463	-1.736470231	0.064327042	0.094410638	0.205836893	0.088707617	0.379272401	-0.885298085	0.094541814	-0.427436211
U48936_at	0.29366944	0.652415016	0.880038313	0.785119188	-0.047634237	0.794686581	0.811611298	0.654907792	0.072968326	0.762096541	0.492642933	0.832284476	0.342302609	0.559924323	-0.09486764	0.645720978	0.718540014	0.444817325	0.324075116	0.152472218	0.4434204	0.260322177	0.079487821	0.652150493	0.287265096	0.582028433	0.923893079	0.826148987	0.512036902	0.226906344	0.859967823	0.865157886	0.969288449	0.895613128	0.592373095	0.678427729	0.827119268	0.562978469
U49070_at	-0.01323338	0.37088631	0.357691019	0.139004826	0.422240303	0.194849957	-0.047764156	0.238708756	0.246572107	0.602548068	0.250858282	0.169100077	0.320395832	0.189038424	0.568868202	0.299368592	0.237324549	-0.218530891	-0.16585468	0.458146708	-1.163804134	0.027648556	0.584993852	0.139692845	0.247074077	-0.145295936	0.193553527	-0.052597916	0.371335873	-0.356856861	0.119973943	0.096518204	0.081834314	-0.218599703	-0.997630285	-0.156438172	0.280366638	0.3875813
U49082_at	0.298833201	0.025246818	-0.126915211	0.150806566	-0.283501761	0.223889953	0.186625904	0.041668254	-0.126015605	0.281318328	-0.271652241	0.19978813	-0.209847396	-0.286097367	-0.250595577	-0.181546406	-0.295146342	-0.084643974	0.447531097	-0.096030868	-0.320261874	0.128112604	0.436236681	-0.068890259	0.272299766	0.238829974	-0.060026891	-0.202494325	-0.062494971	-0.009591591	-0.146274999	-0.108844675	0.078030472	0.288326946	0.122235945	-0.037441544	0.109344449	0.396985775
U49089_at	-0.216883131	-0.027910871	-0.411691102	-0.183844099	-0.559695325	-0.1984436	-0.491616407	0.204545524	-0.538899937	-0.352626621	-0.292502186	-0.138400979	-0.46670195	0.005294185	-0.1442402	-0.148574726	-0.330801816	-0.492388477	-0.362949427	-0.429430063	-0.082369248	-0.120599532	0.030214677	-0.563331381	-0.115066707	-1.025695754	-0.220524658	-0.382188283	-0.189096328	-0.464690324	-0.327239215	-0.276684593	-0.347457467	-0.271079647	0.070347383	-0.168725863	0.161947914	-0.310864418
U49250_at	-0.459026757	-3.400748004	-0.766815741	-0.787542272	-1.066622622	-0.93898114	-0.658071966	-1.700889436	-0.548649979	-0.647411271	-0.697023966	-0.756151574	-0.808537513	-0.764695206	-1.320480244	-0.613555773	-0.445019202	-0.449984778	-0.66806839	-0.761405571	-1.163804134	-0.541853564	-0.4277897	-3.232028812	-0.486938609	-0.39968163	-0.621925345	-0.607532823	-0.709815648	-0.286361817	-0.335605613	-0.647365444	-0.224719484	-0.201826999	-0.091946491	-0.544281773	-0.756097539	-0.546030052
U49352_at	-0.546165948	-3.938155633	-0.038070486	-0.477469982	-0.165411678	-0.954324406	-1.277911732	-0.885824152	-0.374592365	-0.94323488	-0.534036389	-1.282934288	-0.471344714	-0.269725364	-0.485500834	-0.330432954	-1.150201644	-0.25236211	-0.718750535	-0.2824675	0.00768535	-1.038458567	-0.238458439	-0.344789045	-0.543092148	-0.540984252	-0.588994772	-1.462725043	-0.50123982	-1.11605488	-0.387797364	-0.700272326	-1.290549098	-0.807679754	-0.853094207	-0.864653235	-0.443561215	-0.48215456
U49395_at	0.052066454	0.633998109	0.875424657	1.213118938	0.727711153	0.822697918	1.105517755	0.663397072	0.85383513	0.346547257	0.707323157	-0.124188169	-0.196747532	1.074278967	0.694072995	0.136878305	0.112851103	0.737525259	0.164416209	0.140431191	0.281159897	0.076463986	0.857998504	0.833130197	-0.037538759	0.019949136	0.475977597	0.142495542	-0.082740866	0.177425228	0.085361165	0.264686844	0.109818975	0.007971338	0.549466087	-0.074289802	-0.185997155	0.218645733
U49436_at	-0.723805369	-0.383360102	-0.488664047	-0.724707925	-0.342966594	-0.643274605	-1.841985133	-0.746868741	-0.400304868	-0.418396123	-0.32989355	-0.723340041	-0.316015946	-1.041489579	-0.304588913	-0.738968393	-0.779299451	-1.603743765	-1.038038918	-0.763639309	-0.553923948	-0.434309561	-0.833811704	-0.781773333	-0.600291833	-2.007974432	-1.428537245	-0.372677757	-0.543805986	-0.183349287	-0.64102231	-0.107500106	0.329980551	-0.783706872	-1.140040193	-0.609713349	-0.101504512	-0.395060227
U49785_at	0.494451059	0.067288863	0.678860948	0.439892357	0.453852594	0.284209291	0.386133365	-0.099828712	0.139271302	0.548955607	0.212797021	0.351158779	0.242456286	0.358215597	0.449476575	0.628242423	0.216115516	0.685797957	0.531782463	0.61280049	0.781296455	0.433209881	0.106530469	0.534044898	0.487860881	0.658956163	-0.405405811	0.437756198	0.276473812	0.473933297	0.481657007	0.151501587	-0.177964996	0.568061916	0.675579006	0.38652105	0.33451841	0.369238266
U49837_at	0.122290256	-1.334152315	-0.08603483	-0.075266452	-0.359074449	0.046712922	0.037349225	0.635926131	-0.127179419	-0.215944686	-0.168500119	-0.224650949	-0.383476626	0.034523126	-0.206543427	-0.119985417	-1.880424988	-0.588104018	-0.56566428	-1.142062166	-0.129127438	0.261524515	-0.152557282	-0.180383433	0.038828623	-0.311992951	-0.603801577	-0.012614399	-2.46111413	-1.065667395	-0.280812415	-0.008776259	0.331385194	-0.27651717	-0.088330056	-0.038603104	-0.055990321	-0.038322448
U49844_at	-1.75425205	-0.8672765	-0.86236268	-0.873347774	-0.214583692	-1.035923935	-0.739447266	-0.854792707	-1.112832296	-1.056117614	-2.330035171	-1.613268243	-0.570692042	-0.304675266	-0.311847919	-0.605085639	-1.047061004	-1.121457869	-0.606416003	-0.313833684	-0.299389756	-1.25249007	-0.743244837	-0.341129868	-1.800674938	-1.781170055	-1.404689489	-3.251944309	-2.293654812	-1.338939236	-1.642367533	-1.853284674	-3.128568137	-1.397290097	-0.924681735	-1.519928198	-1.603582289	-2.170058285
U49857_at	-0.912139662	-0.834741014	-0.169828474	-0.50031734	-1.129313419	-0.885171932	-1.072185343	-0.959149117	-1.833964065	-0.801867906	-1.089295064	-1.343067617	-0.917496046	-0.601931484	-0.943247992	-0.852079027	-1.222937033	-0.374059639	-0.777299746	-0.649667638	-0.296824014	-0.865811479	-0.574900904	-1.026470224	-0.892770179	-0.245034066	-0.058475742	-0.681239304	-3.644865659	-0.614320177	-2.865453319	-0.771495103	-1.088184392	-0.884113249	-0.710744841	-1.115193527	-0.860169381	-0.889655061
U49869_rna1_at	2.465475303	2.492348123	2.572833056	2.532422586	2.501423334	2.682512073	2.627548719	2.665178017	2.409064149	2.652100775	2.557806748	2.441280551	2.490835692	2.675649526	2.432585106	2.559711437	2.105147846	2.368642687	2.715978432	2.146557672	2.549383346	2.63802299	2.75986609	2.638652006	2.652410222	2.320974333	2.557100557	2.529881156	2.578529318	2.419158991	2.563648471	2.534410765	2.48470551	2.200393816	2.16117277	2.227718961	2.471574414	2.581781141
U49973_xpt1_at	0.40750321	0.431966332	0.371624107	0.424661309	0.312063374	0.580848691	0.235082637	0.397658668	-0.092973949	0.465800458	0.288951169	0.342567299	0.378994803	0.565213497	0.569993558	0.575491106	0.397007835	0.699922444	0.062256981	0.434782458	0.088929612	0.497799558	0.530265403	0.404997886	0.329512148	0.669717111	0.654132105	0.374815891	0.047957169	0.418701296	0.361630405	0.487037087	0.295533213	0.506032027	0.298810524	0.097442269	0.41094487	0.643437418
U50062_at	-0.560033404	-0.729002573	-0.785097673	-0.567814955	-1.041913417	-0.766974502	-0.423577608	-0.737975062	-0.609757303	-0.765229356	-1.122246606	-0.52762996	-1.006132149	-0.926622722	-0.776852254	-0.585653427	-0.448127566	-0.553788656	-0.777299746	-0.962103483	-0.179238241	-0.860670569	-0.217147917	-0.604720521	-0.351158752	-0.479228562	-0.468956303	-0.681239304	-0.191494897	-0.65267481	-0.335605613	-0.493301357	-0.383292505	-0.468213659	-0.576265858	-0.511387948	-0.109825071	-0.173269476
U50078_at	-1.000777434	-0.202482199	-4.103036019	-0.977086531	-0.494179213	-1.510577828	-0.942171623	-0.72046325	-0.999010431	-0.601007666	-0.410572737	-0.897741292	-0.554938153	-0.198973777	-0.090783235	-0.465831793	-0.305550375	-0.616657952	-0.606416003	-0.085948351	0.08151529	-0.720462078	-1.481800713	0.02010708	-1.331242186	-0.797542556	-1.773436548	-1.387749779	-0.329237655	0.200321807	-1.277217812	-1.167232598	-1.631003284	-1.218567712	-1.460776033	-1.916271942	-0.54485377	0.073460705
U50136_rna1_at	0.397616389	0.389355867	0.468899039	0.301539924	0.329990645	0.38597543	0.43104219	0.751557249	0.140108452	0.627356715	0.04848572	0.51537813	0.114678994	0.251909328	-0.142783472	0.247009665	0.576555088	0.494301343	0.769641289	-0.096030868	-0.060112812	0.453159159	0.307060973	0.220362657	0.648004496	0.320264097	0.668465068	0.718932361	1.319111399	1.343808053	1.273378706	1.066594966	0.457414266	1.095268348	1.182524231	1.339774197	1.062457659	1.038576045
U50523_at	1.107647171	1.412671939	1.154314424	1.244917758	1.380810092	1.011201664	0.772125047	0.495804103	1.206319781	0.496086039	1.091870292	1.20451147	0.671024871	1.398748346	1.296061393	1.152273187	1.223893597	1.630124423	0.633685329	0.881548595	0.149641906	0.83419025	1.005898564	0.908595895	0.674249788	1.231130448	-0.148406526	0.944856126	1.138809654	1.553988848	1.445276729	1.387989751	0.667074242	1.43978985	1.230384342	1.30701597	1.207329748	1.09933122
U50531_at	-1.139819046	-1.06370832	-1.196601427	-2.267304546	-0.97214475	-0.89468332	-1.664505958	-0.680958623	-1.743051639	-2.530957951	-1.243469317	-1.355714874	-1.179569302	-1.117901839	-1.890693993	-0.902855309	-0.722994307	-1.2311399	-1.303299423	-1.425883356	-1.02753683	-1.371757088	-1.306505635	-0.835797295	-1.145207198	-1.688311617	-1.617931199	-2.270122374	-0.855949478	-1.187063378	-1.92820953	-0.910283129	-1.915417253	-2.131153568	-0.812952706	-1.318336796	-1.485582434	-1.861813057
U50535_at	0.351258834	0.325470248	0.416726078	0.442905644	0.137725229	0.239692141	-0.000162766	0.50739378	-0.329976301	0.158694829	0.005249022	0.165958824	0.045874164	0.334194161	0.196634522	0.344167304	0.566668136	0.067927958	0.138102337	0.148479873	0.071001348	0.196384746	0.198903682	0.477192387	0.524657327	0.364074562	-0.36185886	0.076295627	-0.056534548	0.25593922	-0.054758737	0.220509031	0.236304194	0.309068681	0.396466068	0.083679493	0.138117699	0.422287437
U50553_at	-0.791214885	-0.267810534	-0.736348951	-1.006216623	-0.019443441	-0.985947285	-0.522884934	-0.274929141	-0.521640876	-0.867063575	0.088261102	-0.211307475	0.007129484	-1.050665335	-0.632333047	-0.882954806	-0.425096857	-1.135241403	-0.58238537	-0.379430348	-0.926030793	-0.440238357	-0.622469318	-0.512617599	-0.164433444	-1.795375584	-0.889888348	0.293312769	-0.819394458	0.019659642	-0.434151597	-0.137592214	0.256522015	-0.156610065	-0.531782724	-0.530955303	-0.187538915	-1.031890618
U50733_at	0.291941271	0.15799316	0.027163399	-0.02386172	0.293716128	-0.154626814	-0.219285254	-0.425835439	0.723452542	0.161106563	0.846192624	-0.121846141	0.133848391	0.217570223	0.1156092	0.256959555	0.093766357	0.556965197	-0.045155005	0.321227748	0.363509557	-0.355750414	-0.020672127	0.257977363	0.196421995	0.365925233	-0.233815178	-0.238628836	0.226989839	-0.125479271	-0.126764277	-0.123779509	-0.487843657	-0.253210604	-0.266971854	-0.781079478	-0.131030965	-0.114722794
U50928_at	-0.61536596	-2.581974187	-1.147029752	-0.633045829	-0.447265979	-1.421061629	-1.283903008	-0.640583367	-1.512679755	-1.485700189	-1.276991625	-2.488795995	0.031574949	-1.283427373	-0.225803242	0.522731027	-0.33215261	-2.711982383	-0.018514259	0.008088979	0.523099793	-0.881442398	-0.594939818	-0.217395828	-1.236413225	-1.160842585	-0.532273782	-1.529610391	-1.176085244	-1.452293685	-1.229049464	-1.751249603	-2.146385301	-1.645207761	-1.077681754	-1.77134103	-3.706573781	-1.797297709
U50939_at	-0.479997642	-0.210353488	-0.140566821	-0.565308388	-0.046268557	-0.238654783	-0.484561482	-0.861590928	0.043337749	-0.235776245	0.213796691	-0.656953017	-0.121084253	-0.00905711	-0.203381032	0.021687305	-0.379454925	-0.444106625	0.081203577	0.226975099	0.957615011	-0.428425851	0.055978977	-0.053173553	-0.82398267	-0.294712577	-0.526809028	-0.646193782	-0.246474934	-0.908010515	-0.321023243	-0.619633953	-1.140539303	-0.793895284	-0.770534159	-1.368892292	-0.580112548	-0.477447713
U50950_at	-1.273114737	-1.068479506	-0.65771947	-1.216930241	-1.285274352	-0.975263225	-1.575185313	-0.962987555	-1.078104197	-1.161309086	-1.387259769	-1.227395939	-0.617183984	-0.695716914	-0.922369579	-1.133745125	-0.894222251	-1.081478279	-1.374844182	-0.863987252	-0.710863322	-1.296213801	-1.135794742	-1.324370014	-1.468679657	-1.550853933	-1.133075696	-1.610939177	-0.993903431	-1.444180183	-1.072541521	-1.201345481	-1.505620862	-1.816247124	-1.09589809	-1.728513625	-1.306403624	-1.917492158
U51004_at	1.096522844	0.986459608	1.672377787	1.131223559	1.452645637	1.264429142	1.089576461	0.313437328	1.60707794	1.469895637	1.530138156	1.713081809	1.113418516	1.80684033	1.273751665	1.209450296	0.957146265	1.506455046	1.319182249	1.386876718	1.410443019	1.24169942	1.147723836	1.151341835	1.363308297	0.913316134	0.665229225	2.071182362	1.892410959	1.567824543	1.816470987	1.068570498	1.433621323	1.951990535	1.549193042	1.066689403	1.524331476	1.670623721
U51096_at	-1.632466084	-0.672428574	-0.591966667	-2.212002341	-1.430731149	-1.077137064	-1.902135321	-1.345536035	-2.05375956	-0.578807369	-1.042356793	-1.13700677	-1.222049448	-1.10795684	-2.744684682	-1.211922594	-1.168726292	-0.759508667	-1.206990814	-1.587406913	-2.373630921	-0.886723675	-1.604325044	-1.410635966	-1.112780133	-1.398402729	-0.828933888	-1.20721457	-0.993903431	-0.919954931	-1.030126286	-1.384093026	-1.057538879	-1.664736223	-1.173086304	-1.324477824	-0.779146105	-1.154147751
U51127_at	0.526645659	0.571939771	0.75746616	0.502405156	0.254751096	0.830070653	0.539159943	0.160826348	-0.130680949	0.732129486	0.457719412	0.084427243	0.718833125	0.821226161	0.462568376	0.855183618	0.446626002	0.786736188	0.826326355	0.661297504	0.599611997	0.993192223	0.775582138	0.458300807	0.643319548	0.684663256	1.321860993	0.669456034	0.375595917	1.06663148	0.681087165	1.114634031	1.003308522	0.728559838	0.614936579	0.875570763	1.013596954	0.765939222
U51240_at	2.191827048	1.528248513	0.362593225	1.991520802	2.156122429	0.452524378	1.633292232	0.919043866	1.466983649	0.564138195	0.191500155	1.901648046	2.215852759	1.085273073	2.13362016	1.616187269	1.868171868	2.180078337	1.928497687	1.479548103	-2.542242753	2.057682031	-0.049091963	2.007022385	2.213326604	2.545297558	1.117091522	1.638591526	1.546488096	1.792823632	1.291056376	1.855632465	1.482164519	0.864542873	1.301335955	1.464910088	1.79314374	1.110182677
U51241_at	-0.663924211	-0.644232182	-0.976382155	-0.761840761	-1.446880522	-1.299494558	-0.520438289	-0.694856703	-1.587133655	-0.696769768	-1.497447301	-0.92544746	-1.173689653	-0.887812039	-1.349035567	-0.63657694	-1.060086787	-1.135241403	-0.799326735	-1.642762858	-0.383992191	-1.444507674	-1.290116707	-0.669532641	-1.093950785	-0.999148279	-0.621925345	-0.858894229	-0.564051881	-0.836481023	-0.78838441	-0.694828335	-0.534466372	-0.597326002	-0.31545008	-1.34320008	-0.85646243	-0.772487367
U51334_at	0.110621477	0.126876006	0.300345216	0.309512531	0.320651364	0.370067607	0.261716095	0.734126762	0.260389001	0.375388641	0.163228458	0.064796141	0.546608761	0.993346682	0.271425389	0.34683271	0.858453372	0.45248573	0.436669443	0.454599002	0.345348432	0.285187036	0.416587026	0.205216322	0.469630613	0.594575947	0.527292328	0.437756198	0.215051693	0.335346371	0.533975958	0.38323564	0.339068387	0.90427836	0.677003661	0.877697798	0.16292492	0.432782316
U51336_at	0.752318191	0.288117994	0.503392769	0.672374272	0.336713578	0.391513377	0.670542799	0.394569709	0.593145212	0.424058857	0.203741428	0.591996186	0.481524014	0.681844343	0.552357766	0.225716345	0.30534275	0.621275248	0.371086849	0.313763469	0.209236377	-0.010669705	0.136735081	0.469546825	0.388421056	0.363147595	0.00991605	0.594993362	0.682170404	0.800451593	0.71319856	0.618017329	0.819939266	0.415015555	0.555262953	0.816952752	0.672734243	0.888964831
U51477_at	-0.104229794	0.174541636	0.192562537	-0.267257377	0.340053527	0.24747477	-0.101172784	0.05216786	-0.028621517	0.135401279	-0.412813677	0.080897144	0.229581883	0.216567933	0.245872236	0.402566369	0.584998994	-0.188196757	0.188615563	0.145136692	-0.061940693	-0.158939523	0.076586961	-0.218973825	0.118969556	0.652556894	0.053021675	-0.199426099	0.175125602	0.574069179	0.249703293	0.486377276	-0.271362116	0.8098299	0.271306986	0.093535062	-0.201556305	-0.623926598
U51478_at	1.434887539	0.978646945	0.716281212	1.131223559	1.444145525	0.762779958	1.029727409	1.332618947	1.353759144	1.014943498	0.718855785	0.934876684	1.216759334	1.022730663	1.443409273	1.295617149	1.304077777	0.912028845	1.079526547	1.605013584	0.881201285	1.488764997	0.81154298	1.459362539	0.97301357	1.354245305	0.846811691	1.649447513	1.042998031	1.008406326	1.012567267	1.149978473	1.326209064	1.056821927	1.211647378	1.087730779	0.817215296	0.84592109
U51678_at	0.274465799	0.257576461	0.455208057	0.335553324	0.828604065	0.084424749	0.108896966	-0.243113116	0.049912894	0.378123641	0.258439682	-0.152897119	0.376704843	0.094723206	0.780388414	0.401736805	0.532980911	-0.254669255	0.221757943	0.648346159	0.25954041	-0.148664417	0.235426256	0.410257656	0.092253103	0.237743295	-0.233815178	-0.115098086	0.560060821	0.015055384	-0.455952598	-0.095495356	-0.450902956	-0.122752639	-0.522555664	-0.36162661	-0.108432015	-0.143456018
U51903_at	-0.605483511	-0.219905748	-0.020477294	0.544079897	0.624721821	-0.25956553	0.750579745	0.144351394	0.094499507	-1.275330144	-0.444887556	0.323807903	0.28242288	0.425593025	0.08509957	0.30685069	1.166958543	-0.432478417	0.340751374	0.652801966	0.027289364	-0.221386252	-0.347066114	0.645375847	-0.256466767	-0.389978301	-0.295372205	-0.286581503	-0.323402452	-0.552812054	0.126945921	0.371958147	-0.347457467	-0.155040387	0.093813859	0.060521664	-0.329576415	-0.623926598
U51920_at	-0.603030546	-1.031107678	-0.779834631	-0.700835959	-0.329138951	-1.013315854	-1.072185343	-0.974608434	-0.911456971	-0.627183036	-0.899510384	-0.86453009	-0.216482827	-0.771259647	-0.743683719	-0.630761206	-0.492928161	-0.287688557	-0.826610261	-0.530713186	-0.274146436	-1.371757088	-1.071660384	-0.893519853	-0.922075368	-1.123293321	-0.873191509	-1.374824327	-0.450585127	-1.412575865	-1.506983086	-1.301638203	-1.013599301	-1.126440185	-0.944872627	-1.552383309	-1.286690505	-0.913690279
U51990_at	-0.669198851	-0.369637349	-0.567006776	-0.669083773	-0.317477939	-0.542604299	-1.013383612	-0.755856869	-0.578626293	-0.578807369	-0.371306863	-0.628244067	-0.093656063	-0.704792386	-0.398758292	-0.465831793	-0.648152967	-1.178077998	-0.627621882	-0.175768337	0.046358655	-0.486214503	-0.329919551	-0.48836017	-0.533953095	-0.953505506	-0.877334359	-0.960710349	-0.482721788	-0.801404937	-1.014801343	-0.920883477	-0.968492344	-1.322368969	-0.791470087	-0.885298085	-0.679022041	-0.376250614
U52101_at	1.801312839	1.403844724	1.610823731	1.209811454	1.417445893	0.911142389	0.827702164	1.375687409	1.986012782	1.690615174	1.912539499	1.622325783	1.487167887	1.575597934	0.604066996	1.071889001	1.22733685	0.476911902	-0.493065874	0.294223212	-0.486950283	1.413398257	0.064876475	1.155376692	0.331515688	1.66203382	0.513396543	1.174871558	1.333423555	2.061606618	1.673417475	1.573741197	2.00169833	1.411722215	0.865700667	1.917069282	1.910031829	1.382499813
U52112_rna1_at	0.701744611	0.210302807	0.594511181	0.875555548	0.153742491	0.53401688	0.676517186	0.757120529	0.221998252	0.517668355	0.310409661	0.503601372	0.323681321	0.176503885	0.320842183	0.724599508	0.305964186	0.558637635	0.398370375	0.228776501	0.234840711	0.594222101	0.892573553	0.26245185	0.8367773	0.657680458	1.06426072	0.548320115	0.437517833	0.389131607	0.866668162	0.865996471	0.845586194	0.75586591	0.664814733	0.328117662	0.685666701	0.16518064
U52112_rna5_at	0.529930966	0.447021471	0.492648197	0.481841809	0.136645674	0.546179687	0.682449765	0.681779067	0.360620815	0.394334093	0.304212132	0.591996186	0.329397032	0.474788123	0.135949297	0.48308353	0.366999541	0.177372524	0.495459477	0.122691877	-0.043873434	0.506601748	0.672713773	0.216601496	0.479627084	0.079295738	0.626062765	0.533408288	0.16943389	0.472679343	0.682781184	0.871843118	0.644315188	0.615986312	0.633152915	0.489767745	0.395249404	0.396985775
U52427_rna1_at	0.548742087	-0.207195376	0.411463036	0.541409684	1.00853657	0.708358324	0.432631248	-0.448572129	0.766982175	0.436818965	0.514628278	0.540258416	0.778388971	0.376613877	1.021262383	0.75328857	0.563950892	0.314328833	0.354042308	1.052392818	1.006533293	0.065707251	0.574966691	0.711839874	0.581167254	0.669717111	0.370164195	0.229575603	0.591104404	0.554069699	0.264369891	0.389188646	-0.296457139	-0.151910015	0.157774986	0.190055271	-0.28448188	0.295742576
U52521_at	-0.467353831	-0.969751301	-0.761662674	-0.784286166	-1.24013826	-0.486766678	-0.717588471	-0.694856703	-1.273714936	-1.245214836	-2.330035171	-0.904569501	-1.095813429	-0.906990662	-0.822289594	-1.102380689	-0.563284477	-0.704933532	-1.443347645	-0.947688396	-0.971573849	-1.000709415	-1.018055704	-0.918486039	-0.590463023	-0.727933944	-0.375365495	-1.13232229	-1.057799975	-0.720279421	-1.051043352	-0.652507919	-0.614119491	-1.545397212	-0.63372879	-0.254527862	-0.401606396	-0.851147426
U52522_at	0.066802381	0.229380069	0.31301123	0.124839706	0.358172916	0.160987465	-0.245372298	0.350912049	0.254600123	0.192951397	0.3200495	-0.605156447	0.214596684	0.182794805	0.264695947	0.2908694	0.461150401	0.141591931	0.221757943	0.436605641	0.027289364	0.442773713	0.481154555	0.401977511	0.304024562	0.435755113	0.577784637	0.317320258	0.013056104	0.162396108	0.060555056	-0.061753366	0.292596797	0.346493461	0.30777778	0.757654585	-0.199986081	0.479065725
U52830_at	0.005073138	-0.689852123	-0.546744435	0.279901403	-0.323286743	0.008588737	0.11005908	0.539286057	-0.070948918	-0.294165132	-0.217487199	-0.307278948	-0.628548535	-0.379323848	-0.38657125	-0.277764734	-0.445019202	-0.20105642	-0.035057452	-0.264948058	-0.009081977	-0.265214297	-0.105511905	-0.274461759	0.171038506	-0.320777282	-0.443935141	-0.344790048	-0.365317719	-0.9870827	0.049127516	-0.187818034	-0.051730677	-0.260311572	0.195683819	-0.714020247	-0.250226328	0.002425778
U53209_at	1.053386494	0.931131481	0.743655687	0.546741633	0.587955461	0.333290175	0.830685494	0.564341843	0.692791829	0.39789085	0.934141635	0.445971312	0.868471098	0.802124463	0.791766838	0.934198661	0.966365097	0.147201955	1.17684098	1.201551516	0.636964951	0.986160632	0.951737369	0.273975629	0.407715373	0.237743295	0.684457856	0.561755299	0.430686162	0.445850402	0.794464208	0.7997372	0.286692514	0.331901068	0.164436865	0.295662552	0.722262834	0.825308252
U53347_at	0.194020877	-0.108210283	0.175385132	0.407581259	0.458163891	-0.047477851	0.352782903	0.247958838	-0.048450923	0.304677722	-0.508225854	0.330114958	0.465366149	0.346291737	0.456705348	-0.014604025	0.393665235	-0.292518936	0.527739289	0.133657686	-0.040315339	0.319376875	0.103726815	0.219423938	0.530883496	0.312390018	0.106799299	0.200936539	0.66137888	0.017361044	-0.066551488	0.38323564	0.234728319	-0.022141546	0.463704902	-0.366947885	0.664158716	0.467745619
U53446_at	-0.712603078	-2.044566558	-0.811905296	-1.854389527	-1.298663	-4.010587967	-1.877560788	-1.035233916	-1.947410516	-1.36473891	-1.563987742	-1.318414444	-0.68806404	-1.883804851	-2.273550936	-1.206086309	-1.15387327	-1.769735902	-1.784602846	-0.788657431	-0.94518717	-1.278426715	-0.703494812	-0.933091405	-1.531223437	-1.036570209	-1.241574012	-1.313084759	-1.041266218	-0.754899429	-1.190021816	-1.532744194	-0.687708793	-1.09624696	-0.703091413	-1.512023565	-1.236476845	-1.075558609
